No ,Kode ,Title,Harga 20%,Harga Dasar,Deskripsi Pendek,,Warna ,,Bahan ,,Ukuran ,,Keterangan,,Heels,stok,Berat,Kategori,Featured Image,Gambar ,,,stock
580,LAL 990,LAL 990,156960,130800,"Warna:Hitam,Bahan:PU-PVC,Ukuran:31 - 35,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",31 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,580.jpg,580.jpg,580,.jpg,1
581,LAL 607,LAL 607,164016,136680,"Warna:Biru,Bahan:PU-Canvas,Ukuran:26 - 30,Keterangan:Sol TPR,Heels:",Warna:,Biru,",Bahan:",PU-Canvas,",Ukuran:",26 - 30,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,581.jpg,581.jpg,581,.jpg,1
582,LRK 017,LRK 017,127872,106560,"Warna:Coklat,Bahan:PU-PVC,Ukuran:31 - 35,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",31 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,582.jpg,582.jpg,582,.jpg,1
583,LME 615,LME 615,123840,103200,"Warna:Hitam,Bahan:PU-Canvas,Ukuran:31 - 35,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-Canvas,",Ukuran:",31 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Pria,583.jpg,583.jpg,583,.jpg,1
584,LME 199,LME 199,123840,103200,"Warna:Pink,Bahan:PU-PVC,Ukuran:30 - 35,Keterangan:Sol TPR,Heels:",Warna:,Pink,",Bahan:",PU-PVC,",Ukuran:",30 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,584.jpg,584.jpg,584,.jpg,1
585,LLT 172,LLT 172,130896,109080,"Warna:Ungu,Bahan:PU-Canvas,Ukuran:26 -31,Keterangan:Sol TPR,Heels:",Warna:,Ungu,",Bahan:",PU-Canvas,",Ukuran:",26 -31,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,585.jpg,585.jpg,585,.jpg,1
586,LLT 991,LLT 991,132480,110400,"Warna:Hitam Putih,Bahan:PU-PVC,Ukuran:30 - 35,Keterangan:Sol Karet,Heels:",Warna:,Hitam Putih,",Bahan:",PU-PVC,",Ukuran:",30 - 35,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,586.jpg,586.jpg,586,.jpg,1
587,LRK 201,LRK 201,127872,106560,"Warna:Coklat,Bahan:PU-PVC,Ukuran:26 - 30,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",26 - 30,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,587.jpg,587.jpg,587,.jpg,1
588,LLT 693,LLT 693,130896,109080,"Warna:Pink,Bahan:PU-PVC,Ukuran:30 - 35,Keterangan:Sol TPR,Heels:",Warna:,Pink,",Bahan:",PU-PVC,",Ukuran:",30 - 35,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,588.jpg,588.jpg,588,.jpg,1
589,LSS 675,LSS 675,129600,108000,"Warna:Crem Pink,Bahan:PU-PVC,Ukuran:31 - 35,Keterangan:Sol PVC,Heels:6 cm",Warna:,Crem Pink,",Bahan:",PU-PVC,",Ukuran:",31 - 35,",Keterangan:",Sol PVC,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,589.jpg,589.jpg,589,.jpg,1
590,LCU 459,LCU 459,145440,121200,"Warna:Hijau Tua,Bahan:PU-PVC,Ukuran:26 - 30,Keterangan:Sol Karet,Heels:",Warna:,Hijau Tua,",Bahan:",PU-PVC,",Ukuran:",26 - 30,",Keterangan:",Sol Karet,",Heels:",,instock,1,Sandal->Sandal Wanita,590.jpg,590.jpg,590,.jpg,1
591,LGU 669,LGU 669,132480,110400,"Warna:Pink,Bahan:PU-PVC,Ukuran:22 - 26,Keterangan:Sol TPR,Heels:",Warna:,Pink,",Bahan:",PU-PVC,",Ukuran:",22 - 26,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,591.jpg,591.jpg,591,.jpg,1
592,LME 850,LME 850,123840,103200,"Warna:Pink,Bahan:PU-PVC,Ukuran:21 - 26,Keterangan:Sol TPR,Heels:",Warna:,Pink,",Bahan:",PU-PVC,",Ukuran:",21 - 26,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,592.jpg,592.jpg,592,.jpg,1
593,LME 133,LME 133,123840,103200,"Warna:Hitam,Bahan:PU-PVC,Ukuran:21 - 26,Keterangan:Sol TPR,Heels:",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",21 - 26,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,593.jpg,593.jpg,593,.jpg,1
594,LME 073,LME 073,123840,103200,"Warna:Coklat,Bahan:PU-PVC,Ukuran:21 - 26,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",21 - 26,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,594.jpg,594.jpg,594,.jpg,1
595,LGU 904,LGU 904,145440,121200,"Warna:Coklat,Bahan:PU-PVC,Ukuran:22 - 26,Keterangan:Sol TPR,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",22 - 26,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,595.jpg,595.jpg,595,.jpg,1
596,LFG 911,LFG 911,119376,99480,"Warna:Putih Merah,Bahan:PU-PVC,Ukuran:22 - 26,Keterangan:Sol TPR,Heels:",Warna:,Putih Merah,",Bahan:",PU-PVC,",Ukuran:",22 - 26,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,596.jpg,596.jpg,596,.jpg,1
